-2134.25|-2430|29.5|792|382|2|1|983042
-2163.5|-2413|30.375|794|383|1|1|983330
-2160.5|-2408.875|29.5|796|384|2|1|983042
-2172|-2431.25|29.5|798|385|2|1|983042
-2163.375|-2421.25|29.5|800|386|2|1|983042
-2160|-2416|29.5|802|387|4.125|1|983043
-2162.625|-2413.75|29.5|805|388|1|1|983330
-2156.5|-2411.5|29.5|807|389|2|1|983042
-2169.5|-2410|33.25|809|390|1|1|983330
-2165.5|-2411.625|31.5|811|391|1|1|983330
-2166.125|-2411|31.75|813|392|1|1|983330
-2167|-2410.25|32.5|815|393|1|1|983330
-2168|-2409.5|33.25|817|394|1|1|983330
-2168.75|-2408.875|33.5|819|395|1|1|983330
-2175.25|-2416.25|34.25|821|396|2|1|983330
-2170.375|-2413.75|33.25|823|397|2|1|983330
-2169.875|-2414.75|33.25|825|398|2|1|983330
-2167.625|-2416.875|33.25|827|399|1|1|983330
-2167.75|-2418|33.25|829|400|1|1|983330
-2169.25|-2420|33.25|831|401|1|1|983330
-2170.25|-2419.875|33.25|833|402|1|1|983330
-2172.5|-2418.375|33.25|835|403|2|1|983330
-2173.125|-2417.75|33.625|837|404|2|1|983330
-2173.75|-2417.25|34.25|839|405|2|1|983330
-2182|-2421.5|35.125|841|406|1|1|983330
-2176.125|-2413.625|34.25|843|407|2|1|983330
-2175|-2411|34.25|845|408|1|1|983330
-2174.875|-2409.875|34.25|847|409|1|1|983330
-2176.25|-2408.875|34.25|849|410|1|1|983330
-2177.75|-2409.5|34.25|851|411|2|1|983330
-2180.25|-2412.5|34.25|853|412|2|1|983330
-2180.875|-2419.375|34.5|855|413|1.5|1|983330
-2181.25|-2417.375|34.25|857|414|1|1|983330
-2181.375|-2415|34.25|859|415|1|1|983330
-2184.5|-2433.625|34.5|861|416|4.5|1|983329
-2185.25|-2424.75|35|862|417|1|1|983330
-2186.5|-2426.125|34.625|864|418|1.5|1|983330
-2188.125|-2428.25|34.5|866|419|2|1|983330
-2187.5|-2430.75|34.5|868|420|2|1|983330
-2201|-2419.5|29.5|870|421|2|1|983042
-2197.25|-2414.5|29.5|872|422|2|1|983042
-2175|-2397.125|29.5|874|423|2|1|983042
-2178.875|-2396|29.5|876|424|5|1|983043
-2183.25|-2398.625|29.5|879|425|2|1|983042
-2186.75|-2403.25|29.5|881|426|2|1|983042
-2192.375|-2384.25|29.5|883|427|2|1|983043
-2191.25|-2408.125|29.5|886|428|2|1|983042
-2184.75|-2449.75|29.5|888|429|0.5|1|983042
-2206.125|-2426.125|29.5|890|430|2|1|983043
-2180.25|-2441|29.5|893|431|2|1|983042
-2199.625|-2430.875|29.5|895|432|2|1|983042
-2186.25|-2441.75|29.5|897|433|2|1|983042
-2190.25|-2438.375|29.5|899|434|2|1|983042
-2195|-2434.875|29.5|901|435|2|1|983042
-2181.75|-2444.5|29.5|903|436|2.375|1|983043
-2239.75|-2448.75|29.5|906|437|2|1|983042
-2237.875|-2443|29.5|908|438|2|1|983042
-2234.625|-2438.375|29.5|910|439|2|1|983042
-2201.875|-2397.75|29.5|912|440|2|1|983042
-2209.75|-2407.125|29.5|914|441|2|1|983042
-2215.875|-2414.25|29.5|916|442|2|1|983042
-2222.375|-2422.5|29.625|918|443|2|1|983042
-2227.75|-2430.375|29.5|920|444|2|1|983042
-2110.75|-2430.625|29.5|922|445|2|1|983042
-2036|-2488.375|30|924|446|2|1|983041
-2042.625|-2483.25|29.625|925|447|2|1|983042
-2048.875|-2478|29.5|927|448|2|1|983042
-2058.5|-2470.25|29.5|929|449|2|1|983042
-2066.5|-2464.25|29.5|931|450|2|1|983042
-2074.25|-2457.5|29.5|933|451|2|1|983042
-2085.25|-2449.75|29.5|935|452|2|1|983042
-2095.75|-2442.25|29.5|937|453|2|1|983042
-2102.375|-2437.125|29.5|939|454|2|1|983042
-2099.125|-2361.75|29.5|941|455|2|1|983042
-2102.25|-2368.25|29.5|943|456|2|1|983042
-2108.875|-2376.625|29.5|945|457|2|1|983042
-2114.625|-2384.5|29.5|947|458|2|1|983042
-2122.75|-2393.875|29.5|949|459|2|1|983042
-2071.625|-2284.75|29.5|951|460|2|1|983042
-2074|-2280.875|29.5|953|461|2|1|983042
-2080.5|-2274.125|29.5|955|462|2|1|983042
-2086.75|-2269.5|29.5|957|463|2|1|983042
-2096.125|-2261.625|29.5|959|464|2|1|983042
-2105.375|-2254|29.5|961|465|2|1|983042
-2186.5|-2272.75|29.5|963|466|2|1|983042
-2173.125|-2280.5|29.5|965|467|2|1|983042
-2188.5|-2276.375|29.5|967|468|2|1|983042
-2177|-2286|29.5|969|469|2|1|983043
-2180|-2264.875|29.5|972|470|2|1|983042
-2173.5|-2254.625|29.5|974|471|2|1|983042
-2104.375|-2344.75|29.5|976|472|2|1|983042
-2123.125|-2329.5|29.5|978|473|2|1|983042
-2118.75|-2332.25|29.5|980|474|2|1|983043
-2106.625|-2342|29.5|983|475|2|1|983043
-2104.5|-2337.5|29.5|986|476|2|1|983042
-2100|-2332.375|29.5|988|477|2|1|983042
-2094.75|-2327|29.5|990|478|2|1|983042
-2100.625|-2348.625|29.5|992|479|2|1|983042
-2099.25|-2351.25|29.5|994|480|2|1|983042
-2100|-2277.75|29.5|996|481|2|1|983042
-2113.25|-2325.25|29.5|998|482|2|1|983042
-2108.625|-2319.75|29.5|1000|483|2|1|983042
-2101|-2310.625|29.5|1002|484|2|1|983042
-2094.375|-2301.5|29.5|1004|485|2|1|983042
-2091.25|-2297.25|29.5|1006|486|2|1|983042
-2086.25|-2291.25|29.5|1008|487|2|1|983042
-2086|-2288.75|29.5|1010|488|2|1|983042
-2090.875|-2284.75|29.5|1012|489|2|1|983042
-2123.875|-2266.75|29.5|1014|490|2|1|983042
-2120.5|-2261.625|29.5|1016|491|2|1|983043
-2107.875|-2271.625|29.5|1019|492|2|1|983043
-2111|-2275|29.5|1022|493|2|1|983042
-2106.5|-2273.375|29.5|1024|494|2|1|983042
-2141|-2315.75|29.5|1026|495|2|1|983042
-2168.25|-2294.375|29.5|1028|496|2|1|983042
-2160.75|-2299.875|29.5|1030|497|2|1|983042
-2154.875|-2304|29.5|1032|498|2|1|983043
-2141.875|-2313.875|29.5|1035|499|2|1|983043
-2138.125|-2307.625|29.5|1038|500|2|1|983042
-2132.375|-2302|29.5|1040|501|2|1|983042
-2149.5|-2299.125|29.5|1042|502|2|1|983042
-2131|-2323.875|29.5|1044|503|2|1|983042
-2135.25|-2321|29.5|1046|504|2|1|983042
-2121.375|-2287.375|29.5|1048|505|2|1|983042
-2125.875|-2292.5|29.5|1050|506|2|1|983042
-2128.125|-2272.25|29.5|1052|507|2|1|983042
-2142.375|-2290.25|29.5|1054|508|2|1|983042
-2136.875|-2283.5|29.5|1056|509|2|1|983042
-2131.625|-2276|29.5|1058|510|2|1|983042
-2130.25|-2253.375|29.5|1060|511|2|1|983042
-2165.5|-2270.875|29.5|1062|512|2|1|983042
-2160.75|-2264.75|29.5|1064|513|2|1|983042
-2154|-2256|29.5|1066|514|2|1|983042
-2088.125|-2318.375|29.5|1068|515|2|1|983042
-2071.25|-2290.25|29.5|1070|516|2|1|983042
-2072.125|-2296.875|29.5|1072|517|2|1|983042
-2075.125|-2302|29.5|1074|518|2|1|983042
-2080.25|-2308|29.5|1076|519|2|1|983042
-2084|-2313.25|29.5|1078|520|2|1|983042
-2170.375|-2311|29.5|1080|521|2|1|983042
-2198.25|-2289.125|29.5|1082|522|2|1|983041
-2192.5|-2294|29.5|1083|523|2|1|983042
-2186.75|-2298.75|29.5|1085|524|2|1|983042
-2183.75|-2301.125|29.5|1087|525|2|1|983042
-2178.25|-2305|29.5|1089|526|2|1|983042
-2150.125|-2328.125|29.5|1091|527|2|1|983042
-2175.5|-2330.875|29.5|1093|528|2|1|983042
-2168.75|-2323.75|29.5|1095|529|2|1|983042
-2164|-2317.125|29.5|1097|530|2|1|983043
-2152.125|-2326.125|29.5|1100|531|2|1|983043
-2155.5|-2330.5|29.5|1103|532|2|1|983042
-2165.75|-2314.875|29.5|1105|533|2|1|983042
-2194.625|-2355.625|29.5|1107|534|2|1|983042
-2182.25|-2340.375|29.5|1109|535|2|1|983042
-2188.5|-2348.125|29.5|1111|536|2|1|983042
-2198.875|-2363.875|29.5|1113|537|2|1|983042
-2197.875|-2376.75|29.5|1115|538|2|1|983042
-2199.375|-2372.375|29.5|1117|539|2|1|983042
-2200.125|-2368|29.5|1119|540|2|1|983042
-2088.5|-2472|29.5|1121|541|2|1|983042
-2086.375|-2467.375|29.5|1123|542|2|1|983043
-2074.25|-2477.875|29.5|1126|543|2|1|983042
-2079.5|-2483.875|29.5|1128|544|2|1|983042
-2083.75|-2489.75|29.5|1130|545|2|1|983042
-2141.5|-2519.625|29.5|1132|546|2|1|983042
-2095|-2480|29.5|1134|547|2|1|983042
-2103|-2489.375|29.5|1136|548|2|1|983042
-2107.75|-2494.25|29.5|1138|549|2|1|983042
-2114.25|-2503.125|29.5|1140|550|2|1|983042
-2120.375|-2511.625|29.5|1142|551|2|1|983042
-2126.375|-2518.75|29.5|1144|552|2|1|983042
-2131.375|-2524.875|29.5|1146|553|2|1|983042
-2133.75|-2525|29.5|1148|554|2|1|983042
-2126.625|-2538.75|29.5|1150|555|2|1|983042
-2096.375|-2504.375|29.5|1152|556|2|1|983042
-2101.25|-2510.75|29.5|1154|557|2|1|983042
-2108.75|-2521.125|29.5|1156|558|2|1|983042
-2112.75|-2526|29.5|1158|559|2|1|983042
-2117.5|-2532.125|29.5|1160|560|2|1|983042
-2122.125|-2536.5|29.5|1162|561|2|1|983042
-2190|-2500|29.5|1164|562|2|1|983042
-2131.25|-2540.25|29.5|1166|563|2|1|983042
-2137.75|-2539.5|29.5|1168|564|2|1|983042
-2146.375|-2535.375|29.5|1170|565|2|1|983042
-2156|-2527.5|29.5|1172|566|2|1|983042
-2164.25|-2522|29.5|1174|567|2|1|983042
-2171|-2514.75|29.5|1176|568|2|1|983042
-2178.625|-2509|29.5|1178|569|2|1|983042
-2182.5|-2506|29.5|1180|570|2|1|983042
-2200|-2491.875|29.5|1182|571|2|1|983042
-2238.875|-2459|29.5|1184|572|2|1|983042
-2236|-2462.75|29.5|1186|573|2|1|983042
-2231.5|-2467.375|29.5|1188|574|2|1|983042
-2225|-2472.125|29.5|1190|575|2|1|983042
-2221.25|-2477|29.5|1192|576|2|1|983042
-2214.375|-2480.625|29.5|1194|577|2|1|983042
-2209.75|-2465.375|29.5|1196|578|2|1|983042
-2188.125|-2451.375|29.5|1198|579|2|1|983042
-2193.625|-2458.875|29.5|1200|580|2|1|983042
-2197.25|-2463.625|29.5|1202|581|2|1|983042
-2203.375|-2470.25|29.5|1204|582|2|1|983043
-2190.5|-2480|29.5|1207|583|2|1|983043
-2187|-2474.875|29.5|1210|584|2|1|983042
-2182|-2468.125|29.5|1212|585|2|1|983042
-2208.625|-2430|29.5|1214|586|2|1|983042
-2215.75|-2460.5|29.5|1216|587|2|1|983042
-2222.375|-2455.25|29.5|1218|588|2|1|983042
-2225.25|-2452.125|29.5|1220|589|2|1|983042
-2224.25|-2449.5|29.5|1222|590|2|1|983042
